origin_id,destination_id,trips
E02001685,E02001758,2
E02001685,E02001759,5
E02001685,E02001760,8
E02001685,E02001764,4
E02001685,E02001765,2
E02001685,E02001766,2
E02001685,E02001767,6
E02001685,E02001768,5
E02001685,E02001769,3
E02001685,E02001770,2
E02001685,E02001774,6
E02001685,E02001776,6
E02001685,E02001777,1
E02001685,E02001778,2
E02001685,E02001779,11
E02001685,E02001780,1
E02001685,E02001782,2
E02001685,E02001783,1
E02001685,E02001785,1
E02001685,E02001787,2
E02001685,E02001789,1
E02001685,E02001790,5
E02001685,E02001794,1
E02001685,E02001795,7
E02001685,E02001797,25
E02001685,E02001798,6
E02001685,E02001799,17
E02001685,E02001800,10
E02001685,E02001801,1
E02001685,E02001802,5
E02001685,E02001803,17
E02001685,E02001804,5
E02001685,E02001805,1
E02001685,E02001806,2
E02001685,E02001807,5
E02001685,E02001809,11
E02001685,E02001810,3
E02001685,E02001811,1
E02001685,E02001812,2
E02001685,E02001815,3
E02001685,E02001816,1
E02001685,E02001819,12
E02001685,E02001820,1
E02001685,E02001824,1
E02001685,E02001825,14
E02001685,E02001826,3
E02001685,E02006841,140
E02001685,E02006842,6
E02001685,E02006893,9
E02001686,E02001682,41
E02001686,E02001683,26
E02001686,E02001684,32
E02001686,E02001685,111
E02001686,E02001686,375
E02001686,E02001688,172
E02001686,E02001689,18
E02001686,E02001690,287
E02001686,E02001691,9
E02001686,E02001692,2
E02001686,E02001693,6
E02001686,E02001694,17
E02001686,E02001695,2
E02001686,E02001696,7
E02001686,E02001697,37
E02001686,E02001698,43
E02001686,E02001699,1
E02001686,E02001700,21
E02001686,E02001701,8
E02001686,E02001702,2
E02001686,E02001703,17
E02001686,E02001704,2
E02001686,E02001705,24
E02001686,E02001706,35
E02001686,E02001707,19
E02001686,E02001708,22
E02001686,E02001709,14
E02001686,E02001710,6
E02001686,E02001711,17
E02001686,E02001712,10
E02001686,E02001713,52
E02001686,E02001714,43
E02001686,E02001715,6
E02001686,E02001718,6
E02001686,E02001719,3
E02001686,E02001720,3
E02001686,E02001721,39
E02001686,E02001722,7
E02001686,E02001723,2
E02001686,E02001724,6
E02001686,E02001725,8
E02001686,E02001726,11
E02001686,E02001727,9
E02001686,E02001728,29
E02001686,E02001729,13
E02001686,E02001730,37
E02001686,E02001731,276
E02001686,E02001732,17
E02001686,E02001733,18
E02001686,E02001734,17
E02001686,E02001735,4
E02001686,E02001736,80
E02001686,E02001737,3
E02001686,E02001739,2
E02001686,E02001741,4
E02001686,E02001743,1
E02001686,E02001744,1
E02001686,E02001745,13
E02001686,E02001746,1
E02001686,E02001748,8
E02001686,E02001749,1
E02001686,E02001750,3
E02001686,E02001751,3
E02001686,E02001752,33
E02001686,E02001755,18
E02001686,E02001756,27
E02001686,E02001757,2
E02001686,E02001758,1
E02001686,E02001759,2
E02001686,E02001760,9
E02001686,E02001764,9
E02001686,E02001765,3
E02001686,E02001766,9
E02001686,E02001767,1
E02001686,E02001768,7
E02001686,E02001769,6
E02001686,E02001770,1
E02001686,E02001772,3
E02001686,E02001773,3
E02001686,E02001774,5
E02001686,E02001776,9
E02001686,E02001777,10
E02001686,E02001778,1
E02001686,E02001779,7
E02001686,E02001780,1
E02001686,E02001781,2
E02001686,E02001782,8
E02001686,E02001785,1
E02001686,E02001787,3
E02001686,E02001790,4
E02001686,E02001793,4
E02001686,E02001794,1
E02001686,E02001795,10
E02001686,E02001796,3
E02001686,E02001797,17
E02001686,E02001798,5
E02001686,E02001799,7
E02001686,E02001800,7
E02001686,E02001801,3
E02001686,E02001802,2
E02001686,E02001803,8
E02001686,E02001804,2
E02001686,E02001805,2
E02001686,E02001806,1
E02001686,E02001807,11
E02001686,E02001809,3
E02001686,E02001810,5
E02001686,E02001811,5
E02001686,E02001812,2
E02001686,E02001814,3
E02001686,E02001815,3
E02001686,E02001818,1
E02001686,E02001819,4
E02001686,E02001820,1
E02001686,E02001825,9
E02001686,E02001826,2
E02001686,E02006841,144
E02001686,E02006842,2
E02001686,E02006893,3
E02001688,E02001682,11
E02001688,E02001683,5
E02001688,E02001684,56
E02001688,E02001685,11
E02001688,E02001686,57
E02001688,E02001688,480
E02001688,E02001689,84
E02001688,E02001690,250
E02001688,E02001691,22
E02001688,E02001692,5
E02001688,E02001693,2
E02001688,E02001694,65
E02001688,E02001695,10
E02001688,E02001696,8
E02001688,E02001697,54
E02001688,E02001698,19
E02001688,E02001699,6
E02001688,E02001700,23
E02001688,E02001701,25
E02001688,E02001702,9
E02001688,E02001703,3
E02001688,E02001704,6
E02001688,E02001705,1
E02001688,E02001706,70
E02001688,E02001707,18
E02001688,E02001708,20
E02001688,E02001709,12
E02001688,E02001710,5
E02001688,E02001711,15
E02001688,E02001712,7
E02001688,E02001713,66
E02001688,E02001714,50
E02001688,E02001715,12
E02001688,E02001718,4
E02001688,E02001719,3
E02001688,E02001720,3
E02001688,E02001721,15
E02001688,E02001722,8
E02001688,E02001723,2
E02001688,E02001724,16
E02001688,E02001725,7
E02001688,E02001726,3
E02001688,E02001727,6
E02001688,E02001728,25
E02001688,E02001729,12
E02001688,E02001730,73
E02001688,E02001731,452
E02001688,E02001732,4
E02001688,E02001733,28
E02001688,E02001734,18
E02001688,E02001735,3
E02001688,E02001736,85
E02001688,E02001737,9
E02001688,E02001739,2
E02001688,E02001741,4
E02001688,E02001742,1
E02001688,E02001743,2
E02001688,E02001745,13
E02001688,E02001746,2
E02001688,E02001747,1
E02001688,E02001748,14
E02001688,E02001749,2
E02001688,E02001751,4
E02001688,E02001752,24
E02001688,E02001753,3
E02001688,E02001754,3
E02001688,E02001755,15
E02001688,E02001756,30
E02001688,E02001757,2
E02001688,E02001758,1
E02001688,E02001759,7
E02001688,E02001760,5
E02001688,E02001763,3
E02001688,E02001764,9
E02001688,E02001765,4
E02001688,E02001766,3
E02001688,E02001767,4
E02001688,E02001768,8
E02001688,E02001769,7
E02001688,E02001774,15
E02001688,E02001775,1
E02001688,E02001776,5
E02001688,E02001777,3
E02001688,E02001778,1
E02001688,E02001779,18
E02001688,E02001782,7
E02001688,E02001787,5
E02001688,E02001788,3
E02001688,E02001790,5
E02001688,E02001791,1
E02001688,E02001794,1
E02001688,E02001795,18
E02001688,E02001796,1
E02001688,E02001797,24
E02001688,E02001798,5
E02001688,E02001799,16
E02001688,E02001800,13
E02001688,E02001801,3
E02001688,E02001802,2
E02001688,E02001803,20
E02001688,E02001806,3
E02001688,E02001807,12
E02001688,E02001809,1
E02001688,E02001810,5
E02001688,E02001812,2
E02001688,E02001813,2
E02001688,E02001814,3
E02001688,E02001815,5
E02001688,E02001816,1
E02001688,E02001817,1
E02001688,E02001818,1
E02001688,E02001819,10
E02001688,E02001820,3
E02001688,E02001824,1
E02001688,E02001825,17
E02001688,E02001826,2
E02001688,E02006841,206
E02001688,E02006842,15
E02001688,E02006893,1
E02001689,E02001682,7
E02001689,E02001683,3
E02001689,E02001684,41
E02001689,E02001685,8
E02001689,E02001686,27
E02001689,E02001688,284
E02001689,E02001689,253
E02001689,E02001690,121
E02001689,E02001691,69
E02001689,E02001692,1
E02001689,E02001693,9
E02001689,E02001694,9
E02001689,E02001695,12
E02001689,E02001696,11
E02001689,E02001697,63
E02001689,E02001698,7
E02001689,E02001699,3
E02001689,E02001700,25
E02001689,E02001701,43
E02001689,E02001702,6
E02001689,E02001703,1
E02001689,E02001704,5
E02001689,E02001705,5
E02001689,E02001706,74
E02001689,E02001707,34
E02001689,E02001708,24
E02001689,E02001709,9
E02001689,E02001710,4
E02001689,E02001711,11
E02001689,E02001712,15
E02001689,E02001713,27
E02001689,E02001714,21
E02001689,E02001715,10
E02001689,E02001718,1
E02001689,E02001719,1
E02001689,E02001720,6
E02001689,E02001721,5
E02001689,E02001722,3
E02001689,E02001724,15
E02001689,E02001725,10
E02001689,E02001726,7
E02001689,E02001727,2
E02001689,E02001728,12
E02001689,E02001729,9
E02001689,E02001730,65
E02001689,E02001731,363
E02001689,E02001732,8
E02001689,E02001733,21
E02001689,E02001734,10
E02001689,E02001735,3
E02001689,E02001736,67
E02001689,E02001737,15
E02001689,E02001739,7
E02001689,E02001741,8
E02001689,E02001745,6
E02001689,E02001746,1
E02001689,E02001748,12
E02001689,E02001750,2
E02001689,E02001751,7
E02001689,E02001752,18
E02001689,E02001753,3
E02001689,E02001755,6
E02001689,E02001756,32
E02001689,E02001759,2
E02001689,E02001760,4
E02001689,E02001761,3
E02001689,E02001762,1
E02001689,E02001764,4
E02001689,E02001766,6
E02001689,E02001767,4
E02001689,E02001768,1
E02001689,E02001769,11
E02001689,E02001772,2
E02001689,E02001774,14
E02001689,E02001776,5
E02001689,E02001777,5
E02001689,E02001778,7
E02001689,E02001779,8
E02001689,E02001782,5
E02001689,E02001786,1
E02001689,E02001787,4
E02001689,E02001788,3
E02001689,E02001790,10
E02001689,E02001792,4
E02001689,E02001793,1
E02001689,E02001795,5
E02001689,E02001796,4
E02001689,E02001797,31
E02001689,E02001798,6
E02001689,E02001799,12
E02001689,E02001800,12
E02001689,E02001801,6
E02001689,E02001803,21
E02001689,E02001804,1
E02001689,E02001807,19
E02001689,E02001809,5
E02001689,E02001810,1
E02001689,E02001811,2
E02001689,E02001813,1
E02001689,E02001814,1
E02001689,E02001815,4
E02001689,E02001819,5
E02001689,E02001821,1
E02001689,E02001823,2
E02001689,E02001824,1
E02001689,E02001825,24
E02001689,E02001826,1
E02001689,E02006841,256
E02001689,E02006842,61
E02001690,E02001682,25
E02001690,E02001683,14
E02001690,E02001684,39
E02001690,E02001685,15
E02001690,E02001686,127
E02001690,E02001688,253
E02001690,E02001689,32
E02001690,E02001690,485
E02001690,E02001691,13
E02001690,E02001692,3
E02001690,E02001693,4
E02001690,E02001694,30
E02001690,E02001695,10
E02001690,E02001696,7
E02001690,E02001697,39
E02001690,E02001698,146
E02001690,E02001699,3
E02001690,E02001700,42
E02001690,E02001701,7
E02001690,E02001702,9
E02001690,E02001703,6
E02001690,E02001704,2
E02001690,E02001705,15
E02001690,E02001706,41
E02001690,E02001707,25
E02001690,E02001708,26
E02001690,E02001709,10
E02001690,E02001710,6
E02001690,E02001711,16
E02001690,E02001712,10
E02001690,E02001713,41
E02001690,E02001714,33
E02001690,E02001715,7
E02001690,E02001718,2
E02001690,E02001719,4
E02001690,E02001720,5
E02001690,E02001721,14
E02001690,E02001722,8
E02001690,E02001723,2
E02001690,E02001724,18
E02001690,E02001725,7
E02001690,E02001726,10
E02001690,E02001727,7
E02001690,E02001728,22
E02001690,E02001729,10
E02001690,E02001730,58
E02001690,E02001731,339
E02001690,E02001732,16
E02001690,E02001733,27
E02001690,E02001734,21
E02001690,E02001735,2
E02001690,E02001736,75
E02001690,E02001737,4
E02001690,E02001739,3
E02001690,E02001741,2
E02001690,E02001743,2
E02001690,E02001744,2
E02001690,E02001745,5
E02001690,E02001746,2
E02001690,E02001748,6
E02001690,E02001749,2
E02001690,E02001750,4
E02001690,E02001751,4
E02001690,E02001752,32
E02001690,E02001754,1
E02001690,E02001755,12
E02001690,E02001756,34
E02001690,E02001757,2
E02001690,E02001758,1
E02001690,E02001759,7
E02001690,E02001760,3
E02001690,E02001761,1
E02001690,E02001764,5
E02001690,E02001765,2
E02001690,E02001766,3
E02001690,E02001767,2
E02001690,E02001768,1
E02001690,E02001769,10
E02001690,E02001773,2
E02001690,E02001774,10
E02001690,E02001775,1
E02001690,E02001776,6
E02001690,E02001777,4
E02001690,E02001778,4
E02001690,E02001779,7
E02001690,E02001780,1
E02001690,E02001782,4
E02001690,E02001784,2
E02001690,E02001787,6
E02001690,E02001788,6
E02001690,E02001789,1
E02001690,E02001790,10
E02001690,E02001794,3
E02001690,E02001795,19
E02001690,E02001796,1
E02001690,E02001797,31
E02001690,E02001798,11
E02001690,E02001799,6
E02001690,E02001800,10
E02001690,E02001801,3
E02001690,E02001802,3
E02001690,E02001803,21
E02001690,E02001806,1
E02001690,E02001807,11
E02001690,E02001809,8
E02001690,E02001810,4
E02001690,E02001811,2
E02001690,E02001812,1
E02001690,E02001814,1
E02001690,E02001815,2
E02001690,E02001816,1
E02001690,E02001818,2
E02001690,E02001819,14
E02001690,E02001820,5
E02001690,E02001822,1
E02001690,E02001824,1
E02001690,E02001825,6
E02001690,E02001826,4
E02001690,E02006841,175
E02001690,E02006842,15
E02001690,E02006893,3
E02001691,E02001682,15
E02001691,E02001683,6
E02001691,E02001684,59
E02001691,E02001685,1
E02001691,E02001686,30
E02001691,E02001688,307
E02001691,E02001689,135
E02001691,E02001690,169
E02001691,E02001691,132
E02001691,E02001692,4
E02001691,E02001693,2
E02001691,E02001694,20
E02001691,E02001695,15
E02001691,E02001696,14
E02001691,E02001697,86
E02001691,E02001698,7
E02001691,E02001699,12
E02001691,E02001700,21
E02001691,E02001701,39
E02001691,E02001702,15
E02001691,E02001703,3
E02001691,E02001704,6
E02001691,E02001705,6
E02001691,E02001706,90
E02001691,E02001707,34
E02001691,E02001708,26
E02001691,E02001709,12
E02001691,E02001710,6
E02001691,E02001711,17
E02001691,E02001712,17
E02001691,E02001713,47
E02001691,E02001714,43
E02001691,E02001715,9
E02001691,E02001718,3
E02001691,E02001719,2
E02001691,E02001720,11
E02001691,E02001721,14
E02001691,E02001722,1
E02001691,E02001723,3
E02001691,E02001724,21
E02001691,E02001725,21
E02001691,E02001726,8
E02001691,E02001727,4
E02001691,E02001728,25
E02001691,E02001729,25
E02001691,E02001730,107
E02001691,E02001731,489
E02001691,E02001732,2
E02001691,E02001733,41
E02001691,E02001734,4
E02001691,E02001735,1
E02001691,E02001736,87
E02001691,E02001737,17
E02001691,E02001739,1
E02001691,E02001741,1
E02001691,E02001742,4
E02001691,E02001743,2
E02001691,E02001744,1
E02001691,E02001745,4
E02001691,E02001746,3
E02001691,E02001748,15
E02001691,E02001750,4
E02001691,E02001751,6
E02001691,E02001752,31
E02001691,E02001755,14
E02001691,E02001756,55
E02001691,E02001757,4
E02001691,E02001759,7
E02001691,E02001760,3
E02001691,E02001761,1
E02001691,E02001764,2
E02001691,E02001765,4
E02001691,E02001766,5
E02001691,E02001767,11
E02001691,E02001768,6
E02001691,E02001769,17
E02001691,E02001772,4
E02001691,E02001773,3
E02001691,E02001774,19
E02001691,E02001776,5
E02001691,E02001777,7
E02001691,E02001778,15
E02001691,E02001779,8
E02001691,E02001782,5
E02001691,E02001783,1
E02001691,E02001784,3
E02001691,E02001785,1
E02001691,E02001787,10
E02001691,E02001788,1
E02001691,E02001790,6
E02001691,E02001791,2
E02001691,E02001792,1
E02001691,E02001794,2
E02001691,E02001795,14
E02001691,E02001796,8
E02001691,E02001797,31
E02001691,E02001798,6
E02001691,E02001799,8
E02001691,E02001800,16
E02001691,E02001801,7
E02001691,E02001802,3
E02001691,E02001803,24
E02001691,E02001804,3
E02001691,E02001805,3
E02001691,E02001806,3
E02001691,E02001807,22
E02001691,E02001809,9
E02001691,E02001810,8
E02001691,E02001811,2
E02001691,E02001812,6
E02001691,E02001813,2
E02001691,E02001815,4
E02001691,E02001818,1
E02001691,E02001819,6
E02001691,E02001821,1
E02001691,E02001823,1
E02001691,E02001825,40
E02001691,E02001826,5
E02001691,E02006841,278
E02001691,E02006842,55
E02001691,E02006893,8
E02001692,E02001682,6
E02001692,E02001683,4
E02001692,E02001684,97
E02001692,E02001685,3
E02001692,E02001686,27
E02001692,E02001688,208
E02001692,E02001689,37
E02001692,E02001690,84
E02001692,E02001691,34
E02001692,E02001692,44
E02001692,E02001693,36
E02001692,E02001694,12
E02001692,E02001695,18
E02001692,E02001696,9
E02001692,E02001697,125
E02001692,E02001698,5
E02001692,E02001699,13
E02001692,E02001700,13
E02001692,E02001701,33
E02001692,E02001702,25
E02001692,E02001703,2
E02001692,E02001704,11
E02001692,E02001705,5
E02001692,E02001706,50
E02001692,E02001707,31
E02001692,E02001708,8
E02001692,E02001709,5
E02001692,E02001710,3
E02001692,E02001711,8
E02001692,E02001712,6
E02001692,E02001713,36
E02001692,E02001714,20
E02001692,E02001715,2
E02001692,E02001718,1
E02001692,E02001719,2
E02001692,E02001720,2
E02001692,E02001721,9
E02001692,E02001722,1
E02001692,E02001724,15
E02001692,E02001725,6
E02001692,E02001726,4
E02001692,E02001727,10
E02001692,E02001728,6
E02001692,E02001729,7
E02001692,E02001730,38
E02001692,E02001731,241
E02001692,E02001732,3
E02001692,E02001733,18
E02001692,E02001734,6
E02001692,E02001736,28
E02001692,E02001737,11
E02001692,E02001739,3
E02001692,E02001741,3
E02001692,E02001743,2
E02001692,E02001745,4
E02001692,E02001746,1
E02001692,E02001748,9
E02001692,E02001750,3
E02001692,E02001751,2
E02001692,E02001752,9
E02001692,E02001753,1
E02001692,E02001755,2
E02001692,E02001756,29
E02001692,E02001759,3
E02001692,E02001760,5
E02001692,E02001761,1
E02001692,E02001763,1
E02001692,E02001764,8
E02001692,E02001766,1
E02001692,E02001767,7
E02001692,E02001768,7
E02001692,E02001769,13
E02001692,E02001770,1
E02001692,E02001774,8
E02001692,E02001775,1
E02001692,E02001776,2
E02001692,E02001777,5
E02001692,E02001778,6
E02001692,E02001779,7
E02001692,E02001782,9
E02001692,E02001784,1
E02001692,E02001786,1
E02001692,E02001787,1
E02001692,E02001788,2
E02001692,E02001790,4
E02001692,E02001791,1
E02001692,E02001793,2
E02001692,E02001794,1
