origin_id,destination_id,trips
E02001705,E02001788,1
E02001705,E02001789,1
E02001705,E02001790,7
E02001705,E02001792,1
E02001705,E02001793,1
E02001705,E02001795,2
E02001705,E02001796,1
E02001705,E02001797,17
E02001705,E02001798,7
E02001705,E02001799,2
E02001705,E02001801,2
E02001705,E02001802,1
E02001705,E02001803,5
E02001705,E02001806,1
E02001705,E02001807,4
E02001705,E02001809,5
E02001705,E02001810,2
E02001705,E02001812,2
E02001705,E02001813,1
E02001705,E02001814,2
E02001705,E02001815,1
E02001705,E02001817,1
E02001705,E02001818,3
E02001705,E02001819,2
E02001705,E02001822,2
E02001705,E02001824,1
E02001705,E02001825,9
E02001705,E02001826,1
E02001705,E02006841,104
E02001705,E02006842,9
E02001705,E02006893,1
E02001706,E02001682,1
E02001706,E02001683,4
E02001706,E02001684,44
E02001706,E02001685,1
E02001706,E02001686,17
E02001706,E02001688,213
E02001706,E02001689,27
E02001706,E02001690,89
E02001706,E02001691,7
E02001706,E02001692,5
E02001706,E02001693,8
E02001706,E02001694,2
E02001706,E02001695,12
E02001706,E02001696,12
E02001706,E02001697,76
E02001706,E02001698,12
E02001706,E02001699,4
E02001706,E02001700,16
E02001706,E02001701,33
E02001706,E02001702,16
E02001706,E02001703,2
E02001706,E02001704,22
E02001706,E02001705,1
E02001706,E02001706,146
E02001706,E02001707,239
E02001706,E02001708,5
E02001706,E02001709,4
E02001706,E02001710,4
E02001706,E02001711,9
E02001706,E02001712,4
E02001706,E02001713,25
E02001706,E02001714,16
E02001706,E02001715,4
E02001706,E02001719,3
E02001706,E02001720,3
E02001706,E02001721,4
E02001706,E02001722,1
E02001706,E02001723,1
E02001706,E02001724,7
E02001706,E02001725,6
E02001706,E02001726,3
E02001706,E02001727,2
E02001706,E02001728,19
E02001706,E02001729,5
E02001706,E02001730,28
E02001706,E02001731,164
E02001706,E02001732,4
E02001706,E02001733,15
E02001706,E02001734,7
E02001706,E02001736,41
E02001706,E02001737,10
E02001706,E02001738,1
E02001706,E02001741,3
E02001706,E02001743,1
E02001706,E02001744,3
E02001706,E02001745,10
E02001706,E02001746,2
E02001706,E02001748,7
E02001706,E02001749,2
E02001706,E02001751,1
E02001706,E02001752,18
E02001706,E02001754,1
E02001706,E02001755,4
E02001706,E02001756,16
E02001706,E02001759,5
E02001706,E02001760,3
E02001706,E02001763,1
E02001706,E02001764,1
E02001706,E02001765,3
E02001706,E02001766,1
E02001706,E02001767,2
E02001706,E02001768,3
E02001706,E02001769,18
E02001706,E02001773,1
E02001706,E02001774,8
E02001706,E02001776,4
E02001706,E02001777,5
E02001706,E02001778,2
E02001706,E02001779,13
E02001706,E02001782,6
E02001706,E02001786,1
E02001706,E02001788,6
E02001706,E02001790,14
E02001706,E02001791,1
E02001706,E02001795,9
E02001706,E02001796,5
E02001706,E02001797,55
E02001706,E02001798,6
E02001706,E02001799,18
E02001706,E02001800,35
E02001706,E02001801,5
E02001706,E02001802,4
E02001706,E02001803,20
E02001706,E02001804,3
E02001706,E02001806,2
E02001706,E02001807,51
E02001706,E02001808,1
E02001706,E02001809,41
E02001706,E02001810,3
E02001706,E02001811,1
E02001706,E02001812,2
E02001706,E02001813,2
E02001706,E02001814,1
E02001706,E02001815,7
E02001706,E02001817,1
E02001706,E02001819,13
E02001706,E02001820,3
E02001706,E02001822,2
E02001706,E02001823,2
E02001706,E02001824,1
E02001706,E02001825,23
E02001706,E02001826,1
E02001706,E02006841,139
E02001706,E02006842,9
E02001706,E02006893,1
E02001707,E02001682,11
E02001707,E02001683,5
E02001707,E02001684,42
E02001707,E02001685,7
E02001707,E02001686,35
E02001707,E02001688,243
E02001707,E02001689,26
E02001707,E02001690,113
E02001707,E02001691,14
E02001707,E02001692,11
E02001707,E02001693,4
E02001707,E02001694,5
E02001707,E02001695,12
E02001707,E02001696,7
E02001707,E02001697,84
E02001707,E02001698,10
E02001707,E02001699,6
E02001707,E02001700,10
E02001707,E02001701,32
E02001707,E02001702,10
E02001707,E02001703,5
E02001707,E02001704,9
E02001707,E02001705,5
E02001707,E02001706,111
E02001707,E02001707,508
E02001707,E02001708,9
E02001707,E02001709,7
E02001707,E02001710,3
E02001707,E02001711,7
E02001707,E02001712,5
E02001707,E02001713,38
E02001707,E02001714,27
E02001707,E02001715,11
E02001707,E02001719,3
E02001707,E02001720,3
E02001707,E02001721,7
E02001707,E02001722,1
E02001707,E02001723,4
E02001707,E02001724,4
E02001707,E02001725,4
E02001707,E02001726,9
E02001707,E02001727,4
E02001707,E02001728,7
E02001707,E02001729,3
E02001707,E02001730,34
E02001707,E02001731,186
E02001707,E02001732,6
E02001707,E02001733,18
E02001707,E02001734,8
E02001707,E02001735,1
E02001707,E02001736,42
E02001707,E02001737,9
E02001707,E02001739,2
E02001707,E02001741,2
E02001707,E02001743,2
E02001707,E02001745,11
E02001707,E02001748,2
E02001707,E02001749,1
E02001707,E02001751,2
E02001707,E02001752,16
E02001707,E02001753,1
E02001707,E02001755,11
E02001707,E02001756,16
E02001707,E02001758,3
E02001707,E02001760,3
E02001707,E02001764,2
E02001707,E02001765,3
E02001707,E02001766,4
E02001707,E02001767,3
E02001707,E02001768,1
E02001707,E02001769,13
E02001707,E02001772,1
E02001707,E02001774,8
E02001707,E02001776,6
E02001707,E02001777,5
E02001707,E02001778,4
E02001707,E02001779,3
E02001707,E02001782,8
E02001707,E02001784,1
E02001707,E02001785,4
E02001707,E02001787,7
E02001707,E02001788,2
E02001707,E02001789,1
E02001707,E02001790,12
E02001707,E02001792,1
E02001707,E02001793,3
E02001707,E02001794,4
E02001707,E02001795,16
E02001707,E02001796,8
E02001707,E02001797,54
E02001707,E02001798,18
E02001707,E02001799,24
E02001707,E02001800,39
E02001707,E02001801,8
E02001707,E02001802,3
E02001707,E02001803,25
E02001707,E02001804,3
E02001707,E02001805,1
E02001707,E02001806,2
E02001707,E02001807,68
E02001707,E02001808,3
E02001707,E02001809,71
E02001707,E02001810,19
E02001707,E02001811,1
E02001707,E02001812,1
E02001707,E02001813,2
E02001707,E02001814,1
E02001707,E02001815,30
E02001707,E02001817,2
E02001707,E02001818,1
E02001707,E02001819,17
E02001707,E02001820,4
E02001707,E02001822,5
E02001707,E02001823,4
E02001707,E02001824,7
E02001707,E02001825,21
E02001707,E02001826,6
E02001707,E02006841,193
E02001707,E02006842,11
E02001708,E02001682,1
E02001708,E02001683,2
E02001708,E02001684,21
E02001708,E02001685,1
E02001708,E02001686,26
E02001708,E02001688,97
E02001708,E02001689,10
E02001708,E02001690,47
E02001708,E02001691,6
E02001708,E02001692,2
E02001708,E02001693,3
E02001708,E02001694,2
E02001708,E02001695,7
E02001708,E02001696,2
E02001708,E02001697,17
E02001708,E02001698,2
E02001708,E02001700,6
E02001708,E02001701,3
E02001708,E02001702,1
E02001708,E02001703,1
E02001708,E02001705,2
E02001708,E02001706,18
E02001708,E02001707,9
E02001708,E02001708,399
E02001708,E02001709,71
E02001708,E02001710,100
E02001708,E02001711,157
E02001708,E02001712,74
E02001708,E02001713,199
E02001708,E02001714,154
E02001708,E02001715,98
E02001708,E02001718,22
E02001708,E02001719,7
E02001708,E02001720,13
E02001708,E02001721,39
E02001708,E02001722,19
E02001708,E02001723,6
E02001708,E02001724,43
E02001708,E02001725,41
E02001708,E02001726,24
E02001708,E02001727,14
E02001708,E02001728,30
E02001708,E02001729,30
E02001708,E02001730,105
E02001708,E02001731,604
E02001708,E02001732,15
E02001708,E02001733,69
E02001708,E02001734,33
E02001708,E02001735,1
E02001708,E02001736,122
E02001708,E02001737,17
E02001708,E02001739,9
E02001708,E02001741,77
E02001708,E02001742,4
E02001708,E02001743,9
E02001708,E02001744,4
E02001708,E02001745,56
E02001708,E02001746,1
E02001708,E02001748,32
E02001708,E02001750,10
E02001708,E02001751,9
E02001708,E02001752,79
E02001708,E02001753,4
E02001708,E02001754,2
E02001708,E02001755,30
E02001708,E02001756,116
E02001708,E02001757,3
E02001708,E02001758,6
E02001708,E02001759,14
E02001708,E02001760,18
E02001708,E02001761,2
E02001708,E02001763,2
E02001708,E02001764,9
E02001708,E02001765,4
E02001708,E02001766,11
E02001708,E02001767,12
E02001708,E02001768,5
E02001708,E02001769,5
E02001708,E02001770,2
E02001708,E02001772,1
E02001708,E02001773,1
E02001708,E02001774,3
E02001708,E02001776,9
E02001708,E02001777,2
E02001708,E02001778,7
E02001708,E02001779,3
E02001708,E02001781,1
E02001708,E02001782,4
E02001708,E02001784,1
E02001708,E02001787,3
E02001708,E02001788,2
E02001708,E02001789,1
E02001708,E02001790,7
E02001708,E02001791,1
E02001708,E02001795,7
E02001708,E02001796,4
E02001708,E02001797,17
E02001708,E02001798,3
E02001708,E02001799,5
E02001708,E02001800,2
E02001708,E02001801,6
E02001708,E02001803,11
E02001708,E02001804,2
E02001708,E02001805,2
E02001708,E02001806,3
E02001708,E02001807,13
E02001708,E02001809,3
E02001708,E02001810,5
E02001708,E02001811,1
E02001708,E02001812,3
E02001708,E02001813,2
E02001708,E02001814,4
E02001708,E02001815,2
E02001708,E02001817,1
E02001708,E02001819,16
E02001708,E02001822,4
E02001708,E02001823,1
E02001708,E02001824,3
E02001708,E02001825,7
E02001708,E02001826,4
E02001708,E02006841,59
E02001708,E02006842,5
E02001708,E02006893,20
E02001709,E02001682,3
E02001709,E02001683,8
E02001709,E02001684,18
E02001709,E02001685,3
E02001709,E02001686,13
E02001709,E02001688,88
E02001709,E02001689,3
E02001709,E02001690,33
E02001709,E02001691,4
E02001709,E02001692,4
E02001709,E02001693,3
E02001709,E02001695,3
E02001709,E02001696,9
E02001709,E02001697,33
E02001709,E02001698,6
E02001709,E02001699,1
E02001709,E02001700,10
E02001709,E02001701,10
E02001709,E02001702,3
E02001709,E02001703,1
E02001709,E02001705,1
E02001709,E02001706,4
E02001709,E02001707,18
E02001709,E02001708,89
E02001709,E02001709,258
E02001709,E02001710,39
E02001709,E02001711,54
E02001709,E02001712,60
E02001709,E02001713,259
E02001709,E02001714,143
E02001709,E02001715,31
E02001709,E02001718,22
E02001709,E02001719,10
E02001709,E02001720,21
E02001709,E02001721,27
E02001709,E02001722,8
E02001709,E02001723,5
E02001709,E02001724,51
E02001709,E02001725,38
E02001709,E02001726,23
E02001709,E02001727,24
E02001709,E02001728,29
E02001709,E02001729,39
E02001709,E02001730,138
E02001709,E02001731,744
E02001709,E02001732,20
E02001709,E02001733,49
E02001709,E02001734,17
E02001709,E02001735,2
E02001709,E02001736,101
E02001709,E02001737,17
E02001709,E02001739,11
E02001709,E02001741,28
E02001709,E02001742,7
E02001709,E02001743,12
E02001709,E02001744,6
E02001709,E02001745,38
E02001709,E02001746,1
E02001709,E02001747,4
E02001709,E02001748,33
E02001709,E02001749,2
E02001709,E02001750,33
E02001709,E02001751,18
E02001709,E02001752,86
E02001709,E02001753,6
E02001709,E02001754,4
E02001709,E02001755,48
E02001709,E02001756,110
E02001709,E02001757,2
E02001709,E02001758,10
E02001709,E02001759,27
E02001709,E02001760,14
E02001709,E02001761,3
E02001709,E02001763,6
E02001709,E02001764,10
E02001709,E02001765,6
E02001709,E02001766,10
E02001709,E02001767,6
E02001709,E02001768,10
E02001709,E02001769,11
E02001709,E02001770,1
E02001709,E02001772,2
E02001709,E02001773,1
E02001709,E02001774,12
E02001709,E02001775,2
E02001709,E02001776,3
E02001709,E02001777,4
E02001709,E02001778,12
E02001709,E02001779,5
E02001709,E02001782,6
E02001709,E02001783,1
E02001709,E02001784,1
E02001709,E02001787,2
E02001709,E02001790,7
E02001709,E02001792,3
E02001709,E02001793,1
E02001709,E02001795,14
E02001709,E02001796,7
E02001709,E02001797,21
E02001709,E02001798,15
E02001709,E02001799,8
E02001709,E02001800,4
E02001709,E02001801,19
E02001709,E02001803,18
E02001709,E02001804,3
E02001709,E02001806,2
E02001709,E02001807,2
E02001709,E02001808,3
E02001709,E02001809,2
E02001709,E02001810,2
E02001709,E02001812,1
E02001709,E02001813,2
E02001709,E02001814,3
E02001709,E02001817,1
E02001709,E02001819,9
E02001709,E02001822,1
E02001709,E02001823,3
E02001709,E02001824,3
E02001709,E02001825,7
E02001709,E02006841,50
E02001709,E02006842,6
E02001709,E02006893,7
E02001710,E02001682,6
E02001710,E02001684,23
E02001710,E02001685,3
E02001710,E02001686,22
E02001710,E02001688,88
E02001710,E02001689,4
E02001710,E02001690,48
E02001710,E02001691,6
E02001710,E02001692,1
E02001710,E02001694,4
E02001710,E02001695,1
E02001710,E02001696,1
E02001710,E02001697,10
E02001710,E02001698,3
E02001710,E02001699,3
E02001710,E02001700,6
E02001710,E02001701,6
E02001710,E02001703,1
E02001710,E02001705,2
E02001710,E02001706,11
E02001710,E02001707,7
E02001710,E02001708,202
E02001710,E02001709,94
E02001710,E02001710,310
E02001710,E02001711,92
E02001710,E02001712,93
E02001710,E02001713,304
E02001710,E02001714,113
E02001710,E02001715,133
E02001710,E02001718,9
E02001710,E02001719,13
E02001710,E02001720,25
E02001710,E02001721,34
E02001710,E02001722,10
E02001710,E02001723,4
E02001710,E02001724,33
E02001710,E02001725,22
E02001710,E02001726,43
E02001710,E02001727,16
E02001710,E02001728,21
E02001710,E02001729,42
E02001710,E02001730,73
E02001710,E02001731,484
E02001710,E02001732,14
E02001710,E02001733,61
E02001710,E02001734,24
E02001710,E02001735,4
E02001710,E02001736,103
E02001710,E02001737,13
E02001710,E02001738,2
E02001710,E02001739,5
E02001710,E02001741,14
E02001710,E02001743,7
E02001710,E02001744,4
E02001710,E02001745,23
E02001710,E02001746,2
E02001710,E02001747,1
E02001710,E02001748,14
E02001710,E02001749,5
E02001710,E02001750,2
E02001710,E02001751,6
E02001710,E02001752,41
E02001710,E02001753,3
E02001710,E02001754,1
E02001710,E02001755,44
E02001710,E02001756,92
E02001710,E02001757,2
E02001710,E02001758,7
E02001710,E02001759,16
E02001710,E02001760,16
E02001710,E02001763,2
E02001710,E02001764,4
E02001710,E02001765,3
E02001710,E02001766,9
E02001710,E02001767,5
E02001710,E02001768,3
E02001710,E02001769,8
E02001710,E02001770,4
E02001710,E02001774,12
E02001710,E02001776,4
E02001710,E02001778,5
E02001710,E02001779,4
E02001710,E02001781,1
E02001710,E02001782,2
E02001710,E02001784,1
E02001710,E02001786,1
E02001710,E02001788,3
E02001710,E02001790,2
E02001710,E02001793,2
E02001710,E02001794,3
E02001710,E02001795,3
E02001710,E02001796,1
E02001710,E02001797,9
E02001710,E02001798,1
E02001710,E02001799,2
E02001710,E02001800,3
E02001710,E02001801,4
E02001710,E02001803,8
E02001710,E02001806,1
E02001710,E02001807,8
E02001710,E02001809,2
E02001710,E02001810,6
E02001710,E02001811,1
E02001710,E02001813,1
E02001710,E02001816,2
E02001710,E02001817,1
E02001710,E02001819,2
E02001710,E02001822,3
E02001710,E02001824,1
E02001710,E02001825,5
E02001710,E02001826,2
E02001710,E02006841,56
E02001710,E02006842,3
E02001710,E02006893,10
E02001711,E02001682,6
E02001711,E02001683,4
E02001711,E02001684,18
E02001711,E02001686,26
E02001711,E02001688,101
E02001711,E02001689,7
E02001711,E02001690,75
E02001711,E02001691,2
E02001711,E02001692,1
E02001711,E02001693,1
E02001711,E02001694,10
E02001711,E02001695,2
E02001711,E02001696,3
E02001711,E02001697,11
E02001711,E02001698,3
E02001711,E02001699,2
E02001711,E02001700,6
E02001711,E02001701,4
E02001711,E02001702,3
E02001711,E02001703,2
E02001711,E02001704,2
E02001711,E02001705,6
E02001711,E02001706,20
E02001711,E02001707,4
E02001711,E02001708,152
E02001711,E02001709,31
E02001711,E02001710,59
E02001711,E02001711,298
E02001711,E02001712,41
E02001711,E02001713,114
E02001711,E02001714,76
E02001711,E02001715,98
E02001711,E02001718,23
E02001711,E02001719,8
E02001711,E02001720,10
E02001711,E02001721,49
E02001711,E02001722,43
E02001711,E02001723,22
E02001711,E02001724,29
E02001711,E02001725,31
E02001711,E02001726,57
E02001711,E02001727,22
E02001711,E02001728,38
E02001711,E02001729,27
E02001711,E02001730,105
E02001711,E02001731,533
E02001711,E02001732,32
E02001711,E02001733,90
E02001711,E02001734,27
E02001711,E02001735,2
E02001711,E02001736,122
E02001711,E02001737,8
E02001711,E02001739,4
E02001711,E02001740,1
E02001711,E02001741,12
E02001711,E02001743,2
E02001711,E02001744,4
E02001711,E02001745,26
E02001711,E02001746,4
E02001711,E02001748,21
E02001711,E02001749,1
E02001711,E02001750,1
E02001711,E02001751,5
E02001711,E02001752,31
E02001711,E02001755,24
E02001711,E02001756,63
E02001711,E02001757,2
E02001711,E02001758,2
E02001711,E02001759,6
E02001711,E02001760,17
E02001711,E02001763,1
E02001711,E02001764,5
E02001711,E02001765,6
E02001711,E02001766,9
E02001711,E02001767,10
E02001711,E02001768,3
E02001711,E02001769,8
E02001711,E02001771,1
E02001711,E02001773,1
E02001711,E02001774,6
E02001711,E02001776,6
E02001711,E02001777,3
E02001711,E02001778,4
E02001711,E02001779,3
E02001711,E02001782,4
E02001711,E02001783,1
E02001711,E02001784,1
E02001711,E02001787,1
E02001711,E02001795,2
E02001711,E02001796,3
E02001711,E02001797,16
E02001711,E02001798,3
E02001711,E02001799,3
E02001711,E02001800,6
E02001711,E02001801,4
E02001711,E02001803,11
E02001711,E02001804,1
E02001711,E02001807,2
E02001711,E02001809,2
E02001711,E02001810,1
E02001711,E02001811,2
E02001711,E02001813,1
E02001711,E02001815,1
E02001711,E02001819,5
E02001711,E02001825,9
E02001711,E02001826,2
E02001711,E02006841,40
E02001711,E02006842,4
E02001711,E02006893,82
E02001712,E02001682,4
E02001712,E02001683,5
E02001712,E02001684,22
E02001712,E02001685,4
E02001712,E02001686,9
E02001712,E02001688,68
E02001712,E02001689,6
E02001712,E02001690,27
E02001712,E02001691,4
E02001712,E02001694,1
E02001712,E02001696,3
E02001712,E02001697,34
E02001712,E02001698,6
E02001712,E02001699,2
E02001712,E02001700,6
E02001712,E02001701,4
E02001712,E02001702,3
E02001712,E02001703,2
E02001712,E02001705,5
E02001712,E02001706,15
E02001712,E02001707,7
E02001712,E02001708,59
E02001712,E02001709,82
E02001712,E02001710,26
E02001712,E02001711,37
E02001712,E02001712,195
E02001712,E02001713,282
E02001712,E02001714,214
E02001712,E02001715,40
E02001712,E02001718,9
E02001712,E02001719,20
E02001712,E02001720,55
E02001712,E02001721,12
E02001712,E02001722,9
E02001712,E02001723,2
E02001712,E02001724,91
E02001712,E02001725,38
E02001712,E02001726,15
E02001712,E02001727,15
E02001712,E02001728,27
E02001712,E02001729,36
E02001712,E02001730,159
E02001712,E02001731,967
E02001712,E02001732,15
E02001712,E02001733,62
E02001712,E02001734,25
E02001712,E02001735,6
E02001712,E02001736,125
E02001712,E02001737,21
E02001712,E02001739,14
E02001712,E02001740,3
E02001712,E02001741,7
E02001712,E02001742,6
E02001712,E02001743,12
E02001712,E02001744,2
E02001712,E02001745,26
E02001712,E02001746,8
E02001712,E02001747,1
E02001712,E02001748,25
E02001712,E02001749,2
E02001712,E02001750,23
E02001712,E02001751,16
E02001712,E02001752,65
E02001712,E02001753,4
E02001712,E02001754,3
E02001712,E02001755,48
E02001712,E02001756,103
E02001712,E02001757,3
E02001712,E02001758,5
E02001712,E02001759,20
E02001712,E02001760,12
E02001712,E02001761,1
E02001712,E02001763,7
E02001712,E02001764,7
E02001712,E02001765,8
E02001712,E02001766,29
E02001712,E02001767,8
E02001712,E02001768,5
E02001712,E02001769,3
E02001712,E02001770,3
E02001712,E02001772,3
E02001712,E02001774,17
E02001712,E02001775,2
E02001712,E02001776,5
E02001712,E02001777,1
E02001712,E02001778,9
E02001712,E02001779,9
E02001712,E02001780,3
E02001712,E02001781,1
E02001712,E02001782,1
E02001712,E02001783,1
E02001712,E02001784,2
E02001712,E02001786,1
E02001712,E02001787,2
E02001712,E02001788,3
E02001712,E02001790,8
E02001712,E02001791,1
E02001712,E02001792,1
E02001712,E02001795,8
E02001712,E02001796,7
E02001712,E02001797,11
E02001712,E02001798,5
E02001712,E02001799,3
E02001712,E02001801,25
E02001712,E02001802,2
E02001712,E02001803,31
E02001712,E02001804,2
E02001712,E02001806,5
E02001712,E02001807,3
E02001712,E02001808,2
E02001712,E02001809,2
E02001712,E02001810,3
E02001712,E02001811,1
E02001712,E02001812,2
E02001712,E02001813,2
E02001712,E02001814,1
E02001712,E02001819,12
E02001712,E02001822,1
E02001712,E02001823,4
E02001712,E02001824,1
E02001712,E02001825,6
E02001712,E02006841,68
E02001712,E02006842,1
E02001712,E02006893,7
E02001713,E02001682,1
E02001713,E02001683,6
E02001713,E02001684,23
E02001713,E02001685,1
E02001713,E02001686,12
E02001713,E02001688,72
E02001713,E02001689,5
E02001713,E02001690,32
E02001713,E02001691,4
E02001713,E02001692,1
E02001713,E02001693,3
E02001713,E02001694,1
E02001713,E02001695,1
E02001713,E02001696,6
E02001713,E02001697,43
E02001713,E02001698,6
E02001713,E02001699,6
E02001713,E02001700,4
E02001713,E02001701,6
E02001713,E02001702,2
E02001713,E02001703,1
E02001713,E02001704,2
E02001713,E02001705,4
E02001713,E02001706,8
E02001713,E02001707,12
E02001713,E02001708,68
E02001713,E02001709,73
E02001713,E02001710,61
E02001713,E02001711,42
E02001713,E02001712,67
E02001713,E02001713,434
E02001713,E02001714,174
E02001713,E02001715,54
E02001713,E02001718,14
E02001713,E02001719,13
E02001713,E02001720,32
E02001713,E02001721,17
E02001713,E02001722,10
E02001713,E02001723,15
E02001713,E02001724,98
E02001713,E02001725,51
E02001713,E02001726,17
E02001713,E02001727,17
E02001713,E02001728,25
E02001713,E02001729,52
E02001713,E02001730,215
E02001713,E02001731,917
E02001713,E02001732,12
E02001713,E02001733,70
E02001713,E02001734,20
E02001713,E02001735,3
E02001713,E02001736,123
E02001713,E02001737,16
E02001713,E02001738,1
E02001713,E02001739,13
E02001713,E02001740,2
E02001713,E02001741,21
E02001713,E02001742,3
E02001713,E02001743,7
E02001713,E02001744,5
E02001713,E02001745,32
E02001713,E02001746,3
E02001713,E02001748,35
E02001713,E02001749,1
E02001713,E02001750,33
E02001713,E02001751,18
E02001713,E02001752,64
E02001713,E02001753,5
E02001713,E02001754,2
E02001713,E02001755,29
E02001713,E02001756,110
E02001713,E02001757,6
E02001713,E02001758,1
E02001713,E02001759,26
E02001713,E02001760,11
E02001713,E02001761,3
E02001713,E02001762,1
E02001713,E02001763,7
E02001713,E02001764,6
E02001713,E02001765,6
E02001713,E02001766,21
E02001713,E02001767,15
E02001713,E02001768,8
E02001713,E02001769,8
E02001713,E02001770,2
E02001713,E02001772,5
E02001713,E02001773,2
E02001713,E02001774,6
E02001713,E02001775,2
E02001713,E02001776,6
E02001713,E02001777,3
E02001713,E02001778,13
E02001713,E02001779,5
E02001713,E02001780,1
E02001713,E02001781,1
E02001713,E02001782,2
E02001713,E02001784,2
E02001713,E02001785,1
E02001713,E02001787,5
E02001713,E02001788,2
E02001713,E02001789,2
E02001713,E02001790,7
E02001713,E02001791,3
E02001713,E02001792,1
E02001713,E02001794,1
E02001713,E02001795,12
E02001713,E02001796,8
E02001713,E02001797,11
E02001713,E02001798,3
E02001713,E02001799,4
E02001713,E02001800,4
E02001713,E02001801,35
E02001713,E02001802,1
E02001713,E02001803,21
E02001713,E02001804,1
E02001713,E02001805,1
E02001713,E02001806,8
E02001713,E02001807,5
E02001713,E02001808,5
E02001713,E02001809,4
E02001713,E02001810,2
E02001713,E02001811,2
E02001713,E02001812,10
E02001713,E02001813,1
E02001713,E02001814,2
E02001713,E02001815,2
E02001713,E02001818,1
E02001713,E02001819,9
E02001713,E02001820,1
E02001713,E02001822,1
E02001713,E02001823,3
E02001713,E02001824,2
E02001713,E02001825,7
E02001713,E02001826,1
E02001713,E02006841,73
E02001713,E02006842,1
E02001713,E02006893,14
E02001714,E02001682,3
E02001714,E02001683,1
E02001714,E02001684,17
E02001714,E02001685,1
E02001714,E02001686,20
E02001714,E02001688,74
E02001714,E02001689,6
E02001714,E02001690,27
E02001714,E02001691,2
E02001714,E02001692,5
E02001714,E02001693,3
E02001714,E02001694,5
E02001714,E02001695,1
E02001714,E02001696,2
E02001714,E02001697,35
E02001714,E02001698,8
E02001714,E02001699,4
E02001714,E02001700,5
E02001714,E02001701,4
E02001714,E02001702,4
E02001714,E02001704,1
E02001714,E02001705,2
E02001714,E02001706,12
E02001714,E02001707,8
E02001714,E02001708,48
E02001714,E02001709,42
E02001714,E02001710,26
E02001714,E02001711,25
E02001714,E02001712,44
E02001714,E02001713,159
E02001714,E02001714,397
E02001714,E02001715,29
E02001714,E02001718,8
E02001714,E02001719,98
E02001714,E02001720,39
E02001714,E02001721,21
E02001714,E02001722,10
E02001714,E02001723,5
E02001714,E02001724,60
E02001714,E02001725,105
E02001714,E02001726,20
E02001714,E02001727,43
E02001714,E02001728,33
E02001714,E02001729,35
E02001714,E02001730,155
E02001714,E02001731,787
E02001714,E02001732,10
E02001714,E02001733,124
E02001714,E02001734,24
E02001714,E02001735,12
E02001714,E02001736,121
E02001714,E02001737,29
E02001714,E02001738,1
E02001714,E02001739,11
E02001714,E02001740,2
E02001714,E02001741,14
E02001714,E02001742,4
E02001714,E02001743,13
E02001714,E02001744,13
E02001714,E02001745,38
E02001714,E02001746,12
E02001714,E02001748,44
E02001714,E02001749,4
E02001714,E02001750,26
E02001714,E02001751,23
E02001714,E02001752,90
E02001714,E02001753,15
E02001714,E02001754,4
E02001714,E02001755,205
E02001714,E02001756,137
E02001714,E02001757,7
E02001714,E02001758,16
E02001714,E02001759,34
E02001714,E02001760,32
E02001714,E02001761,1
E02001714,E02001762,2
E02001714,E02001763,8
E02001714,E02001764,20
E02001714,E02001765,8
E02001714,E02001766,35
E02001714,E02001767,23
E02001714,E02001768,5
E02001714,E02001769,17
E02001714,E02001770,2
E02001714,E02001772,6
E02001714,E02001773,1
E02001714,E02001774,9
E02001714,E02001775,1
E02001714,E02001776,5
E02001714,E02001777,8
E02001714,E02001778,16
E02001714,E02001779,5
E02001714,E02001780,1
E02001714,E02001782,6
E02001714,E02001786,1
E02001714,E02001787,7
E02001714,E02001788,2
E02001714,E02001789,2
E02001714,E02001790,4
E02001714,E02001791,2
E02001714,E02001792,1
E02001714,E02001795,6
E02001714,E02001796,4
E02001714,E02001797,27
E02001714,E02001798,11
E02001714,E02001799,4
E02001714,E02001800,5
E02001714,E02001801,27
E02001714,E02001802,2
E02001714,E02001803,9
E02001714,E02001807,11
E02001714,E02001808,2
E02001714,E02001809,2
E02001714,E02001810,3
E02001714,E02001812,3
E02001714,E02001813,2
E02001714,E02001814,4
E02001714,E02001815,1
E02001714,E02001816,1
E02001714,E02001819,6
E02001714,E02001821,2
E02001714,E02001822,3
E02001714,E02001824,1
E02001714,E02001825,5
E02001714,E02001826,1
E02001714,E02006841,71
E02001714,E02006842,5
E02001714,E02006893,7
E02001715,E02001682,4
E02001715,E02001683,6
E02001715,E02001684,14
E02001715,E02001685,3
E02001715,E02001686,38
E02001715,E02001688,103
E02001715,E02001689,11
E02001715,E02001690,65
E02001715,E02001691,7
E02001715,E02001692,2
E02001715,E02001693,2
E02001715,E02001694,1
E02001715,E02001695,2
E02001715,E02001696,1
E02001715,E02001697,24
E02001715,E02001698,5
E02001715,E02001700,12
E02001715,E02001701,4
E02001715,E02001703,6
E02001715,E02001705,1
E02001715,E02001706,20
E02001715,E02001707,8
E02001715,E02001708,127
E02001715,E02001709,37
E02001715,E02001710,105
E02001715,E02001711,101
E02001715,E02001712,55
E02001715,E02001713,263
E02001715,E02001714,114
E02001715,E02001715,280
E02001715,E02001718,35
E02001715,E02001719,10
E02001715,E02001720,19
E02001715,E02001721,41
E02001715,E02001722,22
E02001715,E02001723,33
E02001715,E02001724,52
E02001715,E02001725,33
E02001715,E02001726,42
E02001715,E02001727,15
E02001715,E02001728,40
E02001715,E02001729,42
E02001715,E02001730,108
